track,artist,release,explicit,uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,pitches,Timbre,CS,start,Y
Missing U,Robyn,2018-10-26,0,spotify:track:5mE2RcGPPbE4gNoLB6FYPf,0.047,0.665,0.292,0.671,0.0,0.455,0.125,0.755,0.0,0.025,0.439,0.75,0.087,0.557,0.064,0.883,0.515,1.19
2009,Mac Miller,2018-08-03,1,spotify:track:6dFn6my1sHK2bcf23GlHwM,0.776,0.461,0.348,0.496,0.0,0.545,0.08,0.725,0.0,0.524,0.653,0.75,0.154,0.426,0.326,0.77,0.515,1.14
CANT GET IN KANADA,YG,2018-08-03,1,spotify:track:3Wv6AagA0qqWH7nRDrkgh7,0.047,0.828,0.122,0.702,0.0,0.0,0.11,0.798,1.0,0.136,0.622,0.75,0.487,0.292,0.111,0.926,0.515,1.186
Trip,Ella Mai,2018-10-12,0,spotify:track:6CTWathupIiDs7U4InHnDA,0.226,0.393,0.201,0.614,0.0,1.0,0.091,0.833,0.0,0.128,0.195,0.75,0.348,0.387,0.168,0.828,0.515,1.2
TOO BRAZY (feat. Mozzy),YG,2018-08-03,1,spotify:track:6LY76noIpnHZc1oEEnFqUh,0.022,0.925,0.197,0.564,0.0,1.0,0.067,0.76,1.0,0.393,0.318,0.75,0.495,0.482,0.103,0.927,0.515,1.107
Darkside,Alan Walker,2018-12-14,0,spotify:track:6SRWhUJcD2YKahCwHavz3X,0.132,0.336,0.199,0.61,0.0,0.364,0.161,0.847,0.0,0.021,0.744,0.75,0.101,0.389,0.079,0.847,0.516,1.052
Taking A Walk,Trippie Redd,2018-08-10,1,spotify:track:4mHgYpuGHu99Mw69E83CP2,0.685,0.743,0.1,0.54,0.0,0.0,0.181,0.821,0.0,0.031,0.203,0.75,0.332,0.395,0.107,0.788,0.517,3.02
Album of the Year - Freestyle,J. Cole,2018-08-07,1,spotify:track:6rDaCGqcQB1urhpCrrD599,0.081,0.668,0.119,0.826,0.0,0.909,0.483,0.792,0.0,0.315,0.282,0.75,0.947,0.548,0.073,0.834,0.519,1.658
Levitate,Twenty One Pilots,2018-10-05,0,spotify:track:2uBhGx3m5iJrtsql8Qk00j,0.086,0.662,0.127,0.947,0.236,0.545,0.098,0.823,0.0,0.156,0.275,0.75,0.207,0.828,0.093,0.868,0.52,1.159
Missing My Idols,Trippie Redd,2018-08-10,1,spotify:track:5HnxL39pSgVVQMLP7WnSfv,0.06,0.67,0.128,0.642,0.0,0.727,0.151,0.785,0.0,0.368,0.231,0.75,0.526,0.442,0.353,0.886,0.521,1.624
Together,Trippie Redd,2018-08-10,1,spotify:track:6m3LlhdZ0HWn4D7Nnm06MQ,0.899,0.559,0.147,0.443,0.0,0.727,0.112,0.799,0.0,0.006,0.441,0.75,0.104,0.311,0.073,0.761,0.521,1.731
Forever Ever,Trippie Redd,2018-08-10,1,spotify:track:2c3qwFINQyRGwyqI97UQiA,0.39,0.649,0.228,0.425,0.0,0.0,0.114,0.722,0.0,0.015,0.257,0.75,0.403,0.295,0.268,0.84,0.521,1.735
Barbie Dreams,Nicki Minaj,2018-08-10,1,spotify:track:6Poyf51k7W3NKnsGwAI90B,0.315,0.849,0.273,0.796,0.0,0.727,0.183,0.876,0.0,0.33,0.245,0.75,0.709,0.544,0.186,0.899,0.521,2.126
WORKIN ME,Quavo,2018-10-12,1,spotify:track:4MAsYGSgxsaj73dC2lvFC4,0.206,0.773,0.153,0.662,0.0,0.727,0.185,0.872,1.0,0.178,0.744,0.75,0.212,0.28,0.264,0.975,0.521,2.281
BANG!,Trippie Redd,2018-08-10,1,spotify:track:1pF74yw15wXk12A1NPVWHD,0.261,0.68,0.277,0.531,0.0,1.0,0.113,0.735,0.0,0.029,0.61,0.75,0.462,0.343,0.188,0.864,0.521,1.607
Shake It Up,Trippie Redd,2018-08-10,1,spotify:track:6yz0Jndhv0QjKdpcEMbOjz,0.129,0.754,0.095,0.612,0.0,0.909,0.076,0.808,0.0,0.086,0.659,0.75,0.394,0.25,0.224,0.881,0.521,1.487
Bird Shit,Trippie Redd,2018-08-10,1,spotify:track:1j2l6jMz85PaXuDiF08Vcv,0.05,0.759,0.218,0.568,0.0,0.0,0.168,0.754,1.0,0.103,0.683,0.75,0.472,0.345,0.195,0.919,0.521,1.579
Wish - Trippie Mix,Diplo,2018-08-10,1,spotify:track:6IpvkngH89cA3hhPC84Leg,0.233,0.494,0.161,0.842,0.0,0.818,0.091,0.774,1.0,0.052,0.281,0.75,0.671,0.583,0.1,0.953,0.521,1.595
Thunderclouds,Sia,2019-04-12,0,spotify:track:4lJNen4SMTIJMahALc3DcB,0.008,0.65,0.172,0.721,0.0,0.636,0.18,0.823,1.0,0.012,0.391,0.75,0.485,0.516,0.194,0.978,0.521,1.48
Dark Knight Dummo,Trippie Redd,2017-12-05,1,spotify:track:3YeJXuRSNS5FYwOsDu44kD,0.168,0.156,0.247,0.831,0.0,0.727,0.125,0.912,0.0,0.093,0.813,0.5,0.239,0.428,0.11,0.784,0.521,1.284
UKA UKA,Trippie Redd,2018-08-10,1,spotify:track:5FTrzXtDMz3adIbLmVShk4,0.136,0.689,0.147,0.88,0.0,1.0,0.084,0.841,0.0,0.145,0.239,0.75,0.676,0.721,0.198,0.861,0.521,1.413
Gore,Trippie Redd,2018-08-10,1,spotify:track:4CWgevZ4xGjy6o5qMPgYR0,0.002,0.558,0.145,0.665,0.0,0.818,0.219,0.821,1.0,0.018,0.573,0.75,0.126,0.35,0.034,0.929,0.521,1.37
Oomps Revenge,Trippie Redd,2018-08-10,1,spotify:track:3GOZyiebYv432EnVy9XwzE,0.104,0.516,0.099,0.59,0.0,0.818,0.096,0.753,0.0,0.352,0.231,0.75,0.712,0.539,0.175,0.852,0.521,1.387
How You Feel,Trippie Redd,2018-08-10,1,spotify:track:6qLkTJidtiVuNmW7ETJlic,0.928,0.116,0.268,0.287,0.03,0.182,0.078,0.66,1.0,0.011,0.743,0.75,0.014,0.198,0.095,0.673,0.521,1.394
Kept Back (feat. Lil Pump) - Bonus Track,Gucci Mane,2018-08-09,1,spotify:track:384Oc8MQzITdL2DGyCeivN,0.072,0.912,0.162,0.642,0.0,0.909,0.064,0.836,1.0,0.1,0.501,0.75,0.493,0.266,0.137,0.968,0.521,1.272
Majesty (with Labrinth & feat. Eminem),Nicki Minaj,2018-08-10,1,spotify:track:38TgLPNHsPzgqri5G4SPun,0.315,0.795,0.291,0.737,0.0,1.0,0.089,0.845,0.0,0.212,0.665,0.75,0.568,0.471,0.115,0.89,0.521,1.61
Ganja Burn,Nicki Minaj,2018-08-10,1,spotify:track:3LHYmz86DxGInsRp3wiiW5,0.162,0.729,0.289,0.914,0.002,0.091,0.123,0.913,0.0,0.043,0.373,0.75,0.769,0.6,0.093,0.859,0.521,1.397
Underwater FlyZone,Trippie Redd,2018-08-10,1,spotify:track:1yQ2jDB77soMtb7Z5FQkRb,0.934,0.37,0.348,0.093,0.0,0.818,0.092,0.421,1.0,0.006,0.318,0.75,0.295,0.321,0.115,0.7,0.521,1.51
Thought I Knew You (feat. The Weeknd),Nicki Minaj,2018-08-10,1,spotify:track:5vAEnWrHxLv78uwZrAJcX6,0.038,0.747,0.184,0.722,0.002,0.091,0.079,0.824,1.0,0.023,0.622,0.75,0.463,0.297,0.13,0.943,0.521,1.351
Hard White,Nicki Minaj,2018-08-10,1,spotify:track:1hHbmfNfXIwHyHCYO8ae3I,0.08,0.736,0.179,0.743,0.028,0.182,0.131,0.897,1.0,0.201,0.768,0.75,0.259,0.347,0.247,0.95,0.521,1.243
Chun Swae (feat. Swae Lee),Nicki Minaj,2018-08-10,1,spotify:track:03It1uO69CjGWP3yyVe465,0.066,0.84,0.373,0.42,0.002,0.909,0.122,0.763,0.0,0.044,0.567,0.75,0.195,0.216,0.19,0.836,0.521,1.444
LAMB TALK,Quavo,2018-08-10,1,spotify:track:3nmfktGzQJe0B77Ilcce1o,0.141,0.917,0.156,0.601,0.0,1.0,0.1,0.807,0.0,0.265,0.574,0.75,0.303,0.477,0.181,0.861,0.521,1.101
BUBBLE GUM,Quavo,2018-10-12,1,spotify:track:1t5lB6hvOMWdat5NKm29Qx,0.115,0.781,0.182,0.76,0.0,1.0,0.093,0.887,0.0,0.266,0.171,0.75,0.772,0.533,0.155,0.855,0.521,1.172
LLC,Nicki Minaj,2018-08-10,1,spotify:track:7CKR3FcBqSsGcgce0ECe1z,0.053,0.825,0.21,0.764,0.029,0.909,0.042,0.838,0.0,0.106,0.647,0.75,0.821,0.333,0.14,0.878,0.521,1.355
Dear Sense (with MAX),Louis The Child,2018-10-26,0,spotify:track:4hPydN7h04khwALwatl1zF,0.179,0.818,0.161,0.617,0.0,0.091,0.1,0.875,1.0,0.096,0.501,0.75,0.696,0.474,0.347,0.951,0.521,1.041
Tie Me Down (with Elley Duhe),Gryffin,2018-08-03,0,spotify:track:4QVS8YCpK71R4FsxSMCjhP,0.136,0.479,0.206,0.849,0.0,0.545,0.086,0.927,1.0,0.044,0.311,0.75,0.302,0.435,0.111,0.963,0.521,1.588
Whenever (feat. Conor Maynard),Kris Kross Amsterdam,2018-06-22,1,spotify:track:3DGar7krWlmrXRFHBcQF6z,0.152,0.703,0.146,0.774,0.0,0.636,0.223,0.834,1.0,0.042,0.378,0.75,0.516,0.505,0.056,0.992,0.521,1.461
Run & Hide,Nicki Minaj,2018-08-10,1,spotify:track:3yRtCntPrFnfYgiqn1He2o,0.089,0.791,0.136,0.413,0.215,0.364,0.094,0.763,0.0,0.487,0.768,0.75,0.316,0.406,0.282,0.84,0.521,1.15
Good Form,Nicki Minaj,2018-08-10,1,spotify:track:19Fcrc0nJiwMKom00gS9SW,0.114,0.88,0.185,0.784,0.003,0.636,0.077,0.847,1.0,0.077,0.297,0.75,0.27,0.563,0.216,0.97,0.522,1.205
Sir (feat. Future),Nicki Minaj,2018-08-10,1,spotify:track:3ig3X70suAwUn4oDnQaMru,0.345,0.658,0.213,0.493,0.0,1.0,0.196,0.776,1.0,0.137,0.58,0.75,0.126,0.324,0.064,0.918,0.522,1.142
Nip Tuck,Nicki Minaj,2018-08-10,1,spotify:track:3gTp4KG5WhiXUV3Q7OGBnD,0.015,0.837,0.194,0.622,0.0,0.727,0.185,0.79,1.0,0.188,0.439,0.75,0.356,0.366,0.121,0.973,0.522,1.104
Coco Chanel (feat. Foxy Brown),Nicki Minaj,2018-08-10,1,spotify:track:5NjcvFJsahRqqSvNvTVJX4,0.133,0.492,0.213,0.893,0.001,0.091,0.646,0.876,1.0,0.187,0.448,0.5,0.573,0.71,0.057,0.875,0.522,1.1
Come See About Me,Nicki Minaj,2018-08-10,1,spotify:track:2PiPXo7l8Vozdt9QZk1Lvw,0.318,0.428,0.237,0.615,0.0,0.091,0.122,0.836,1.0,0.068,0.188,0.75,0.365,0.374,0.052,0.914,0.522,1.05
Leave Me Alone,Flipp Dinero,2018-09-04,1,spotify:track:14mHfNsSHN0FbLftyjrV9g,0.108,0.773,0.181,0.75,0.0,0.636,0.172,0.914,1.0,0.066,0.622,0.75,0.75,0.371,0.083,0.995,0.522,1.389
Magic In The Hamptons (feat. Lil Yachty),Social House,2018-06-08,0,spotify:track:2Yer0p7uB2lVBUAtANuuQp,0.665,0.745,0.147,0.479,0.0,0.091,0.074,0.841,1.0,0.017,0.293,0.75,0.814,0.332,0.061,0.888,0.524,1.369
Blue Tacoma,Russell Dickerson,2017-10-13,0,spotify:track:2oPCR02nduYVpj7CTfsA0d,0.018,0.366,0.199,0.909,0.0,0.818,0.162,0.854,1.0,0.018,0.684,0.75,0.736,0.503,0.06,0.939,0.525,1.094
breathin,Ariana Grande,2018-08-17,1,spotify:track:4OafepJy2teCjYJbvFE60J,0.021,0.503,0.184,0.661,0.0,0.727,0.203,0.839,1.0,0.022,0.318,0.75,0.354,0.374,0.118,0.955,0.527,4.522
everytime,Ariana Grande,2018-08-17,1,spotify:track:0WdR2AyLW1Drd3OUdwezM0,0.187,0.674,0.155,0.618,0.0,0.909,0.081,0.8,0.0,0.021,0.61,0.75,0.662,0.399,0.237,0.884,0.527,2.276
sweetener,Ariana Grande,2018-08-17,1,spotify:track:70khXICDeTTxgYtw3EysKH,0.249,0.688,0.195,0.458,0.0,0.364,0.202,0.81,1.0,0.01,0.439,0.75,0.455,0.266,0.118,0.977,0.527,2.098
R.E.M,Ariana Grande,2018-08-17,1,spotify:track:1xWH8zYtDeS9mW1JJG23VZ,0.377,0.82,0.236,0.485,0.0,0.909,0.102,0.802,0.0,0.135,0.196,0.75,0.625,0.423,0.155,0.862,0.527,1.84
raindrops (an angel cried),Ariana Grande,2018-08-17,1,spotify:track:0v2LUO8oTHnkjQ8MmKuXyk,0.949,0.223,0.008,0.223,0.0,0.091,0.177,0.816,1.0,0.028,0.736,1.0,0.422,0.19,0.146,0.75,0.527,1.81
pete davidson,Ariana Grande,2018-08-17,1,spotify:track:0XOnMqLQDO89iAg7dWWwnG,0.433,0.604,0.048,0.305,0.0,0.364,0.17,0.7,1.0,0.03,0.439,0.75,0.291,0.2,0.101,0.924,0.527,1.811
blazed (feat. Pharrell Williams),Ariana Grande,2018-08-17,1,spotify:track:4mLkiFppf8Xvem6BSY34qw,0.08,0.777,0.182,0.767,0.0,0.545,0.063,0.812,1.0,0.032,0.378,0.75,0.869,0.509,0.044,0.967,0.527,1.97
goodnight n go,Ariana Grande,2018-08-17,1,spotify:track:14kYOiFVPb7E7NfFbqhdln,0.022,0.672,0.174,0.453,0.0,0.091,0.055,0.791,1.0,0.018,0.384,0.75,0.224,0.237,0.088,0.904,0.527,1.799
successful,Ariana Grande,2018-08-17,1,spotify:track:5YeHLHDdQ4nKHk81XFWhCU,0.108,0.839,0.216,0.607,0.0,0.0,0.09,0.862,0.0,0.018,0.403,0.75,0.743,0.457,0.255,0.838,0.527,1.776
better off,Ariana Grande,2018-08-17,1,spotify:track:3NbTQ8ZbHU6MSEVUFAVCJ9,0.217,0.538,0.155,0.525,0.0,1.0,0.096,0.786,1.0,0.033,0.273,0.75,0.03,0.304,0.09,0.875,0.527,1.73
get well soon,Ariana Grande,2018-08-17,1,spotify:track:7u6DMPznGbpziuEgCE0JGQ,0.662,0.546,0.32,0.448,0.0,0.818,0.076,0.806,0.0,0.013,0.319,0.75,0.526,0.302,0.185,0.838,0.527,1.707
Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,2018-08-17,1,spotify:track:0kCBorRrKZkSztd9m0QI3r,0.002,0.95,0.188,0.501,0.0,0.364,0.059,0.704,0.0,0.128,0.562,0.75,0.457,0.243,0.378,0.882,0.527,1.782
borderline (feat. Missy Elliott),Ariana Grande,2018-08-17,1,spotify:track:4b7mLZQWsy0rLnrMtPA9fQ,0.058,0.736,0.161,0.828,0.0,0.545,0.094,0.844,0.0,0.079,0.385,0.75,0.337,0.605,0.121,0.91,0.527,1.851
Promises (with Sam Smith),Calvin Harris,2018-08-17,0,spotify:track:5N5k9nd479b1xpDZ4usjrg,0.012,0.76,0.201,0.777,0.0,1.0,0.322,0.822,1.0,0.017,0.459,0.75,0.482,0.411,0.128,0.955,0.527,3.138
It's A Slime (feat. Lil Uzi Vert),Young Thug,2018-08-17,1,spotify:track:3HxYOwZZHZn5mC1drqPQqR,0.005,0.858,0.123,0.463,0.0,0.091,0.077,0.69,1.0,0.343,0.169,0.75,0.566,0.367,0.278,0.884,0.527,1.619
Happier,Marshmello,2018-08-17,0,spotify:track:2dpaYNEQHiRxtZbfNsse99,0.192,0.647,0.202,0.801,0.0,0.455,0.155,0.916,1.0,0.024,0.318,0.75,0.676,0.396,0.089,0.986,0.527,4.063
Tsunami,Young Thug,2018-08-17,1,spotify:track:0GOOWPWqR2N7h3NkDi7oez,0.001,0.814,0.173,0.456,0.0,0.091,0.126,0.697,1.0,0.369,0.659,0.75,0.528,0.33,0.186,0.908,0.527,1.733
Gain Clout,Young Thug,2018-08-17,1,spotify:track:4EgL00l7AjD7mWuW4JMJ7r,0.0,0.765,0.104,0.584,0.011,0.182,0.243,0.708,1.0,0.141,0.757,0.75,0.239,0.329,0.282,0.922,0.527,1.516
No Rest,Lil Skies,2018-08-13,1,spotify:track:0chpIFSjgfd1CPrAxM7PWp,0.019,0.607,0.115,0.498,0.0,0.818,0.125,0.616,1.0,0.027,0.701,0.75,0.505,0.285,0.116,0.931,0.527,1.295
Dirty Shoes (feat. Gunna),Young Thug,2018-08-17,1,spotify:track:5yh7nX2VqXUWjBVAzEwtVn,0.021,0.842,0.184,0.377,0.0,0.091,0.079,0.741,1.0,0.443,0.658,0.75,0.416,0.231,0.181,0.892,0.527,1.438
Scoliosis (feat. Gunna & Duke),Young Thug,2018-08-17,1,spotify:track:2AKWKzRCuyuMJzMzsJKr8G,0.128,0.934,0.209,0.644,0.0,0.909,0.037,0.714,0.0,0.353,0.562,0.75,0.685,0.511,0.209,0.868,0.527,1.353
U Ain't Slime Enough (feat. Karlae & Duke),Young Thug,2018-08-17,1,spotify:track:34tMZsMP16tF90ajknBxyb,0.035,0.68,0.245,0.508,0.0,0.455,0.096,0.689,0.0,0.251,0.64,0.75,0.401,0.364,0.178,0.905,0.527,1.313
Audemar (feat. Tracy T),Young Thug,2018-08-17,1,spotify:track:0NoQpbfJ6n7KUY2YlZI1j6,0.03,0.912,0.194,0.499,0.0,0.727,0.102,0.707,1.0,0.247,0.512,0.75,0.559,0.449,0.162,0.96,0.527,1.228
Oh Yeah (feat. HiDoraah),Young Thug,2018-08-17,1,spotify:track:3zDNGCNu3JxLlZlLmy8YNh,0.066,0.63,0.201,0.406,0.0,0.0,0.107,0.639,1.0,0.079,0.647,0.75,0.357,0.249,0.094,0.885,0.527,1.199
KeeP IN tOUcH (feat. Bryson Tiller),Tory Lanez,2018-10-26,1,spotify:track:0VM5acl9Q1cPTZH9BvKI2U,0.307,0.468,0.186,0.898,0.0,1.0,0.079,0.87,0.0,0.498,0.373,1.0,0.562,0.574,0.126,0.853,0.527,1.164
Drew Barrymore,Bryce Vine,2017-12-01,1,spotify:track:0OgGn1ofaj55l2PcihQQGV,0.463,0.732,0.176,0.576,0.003,1.0,0.086,0.796,0.0,0.036,0.634,0.75,0.246,0.334,0.238,0.849,0.527,1.894
Northern Lights,Death Cab for Cutie,2018-08-17,0,spotify:track:28QF5ELXqDnaBjPjGTlzAK,0.006,0.438,0.226,0.964,0.002,0.364,0.119,0.885,0.0,0.007,0.549,0.75,0.67,0.363,0.04,0.869,0.527,1.068
Finest Hour (feat. Abir),Cash Cash,2018-04-12,0,spotify:track:0p0ljM6RxgpGt7wthGqBZa,0.079,0.609,0.203,0.736,0.0,0.455,0.118,0.873,0.0,0.057,0.293,0.75,0.432,0.452,0.109,0.919,0.527,1.031
Noticed,Lil Mosey,2018-10-19,1,spotify:track:7zLYKWcXnYeHHWidalz7rj,0.465,0.661,0.148,0.56,0.0,1.0,0.1,0.775,1.0,0.04,0.196,0.75,0.489,0.334,0.201,0.925,0.527,1.855
Vaina Loca,Ozuna,2018-08-24,0,spotify:track:48zFZh27QU5qsrBjn4C2FA,0.317,0.727,0.16,0.815,0.0,0.545,0.193,0.872,1.0,0.055,0.281,0.75,0.554,0.495,0.091,0.992,0.528,1.522
broken,lovelytheband,2018-08-03,0,spotify:track:6XcfKZvJio9Z0fQy11GnNX,0.002,0.621,0.191,0.735,0.0,0.636,0.023,0.827,1.0,0.02,0.458,0.75,0.507,0.455,0.148,0.974,0.53,1.068
Tribe (with J. Cole),Bas,2018-08-24,1,spotify:track:0YAQnYt2oB8OdoaeqnHyTI,0.242,0.729,0.228,0.598,0.0,0.636,0.091,0.825,1.0,0.205,0.798,0.75,0.221,0.477,0.103,0.969,0.533,1.487
Shotgun,George Ezra,2018-03-23,0,spotify:track:4ofwffwvvnbSkrMSCKQDaC,0.288,0.629,0.187,0.742,0.0,0.455,0.234,0.858,1.0,0.024,0.413,0.75,0.763,0.499,0.096,0.984,0.533,1.025
The Return,Logic,2018-09-28,1,spotify:track:5ZcMWSpUeUPvO87FkSZbJB,0.117,0.784,0.243,0.972,0.0,1.0,0.066,0.868,0.0,0.163,0.257,0.75,0.656,0.734,0.067,0.866,0.533,1.516
IDOL,BTS,2018-08-24,0,spotify:track:2AIWoHr9DF6y4KALCBKWQS,0.005,0.703,0.211,0.866,0.0,0.818,0.108,0.902,1.0,0.101,0.476,0.75,0.415,0.595,0.185,0.976,0.533,1.314
Ibiza,Ozuna,2018-08-24,0,spotify:track:1h9P5WJwyvK8OB7O2YiXgp,0.252,0.65,0.187,0.717,0.0,0.455,0.092,0.846,1.0,0.331,0.879,0.75,0.734,0.363,0.132,0.974,0.533,1.273
Euphoria,BTS,2018-08-24,0,spotify:track:3p6hnejEQYXkiTO1lAzVc0,0.396,0.586,0.217,0.808,0.0,0.182,0.075,0.865,1.0,0.012,0.348,0.75,0.562,0.428,0.12,0.956,0.533,1.196
Me Dijeron,Ozuna,2018-08-24,0,spotify:track:17UUYZ290omPaJY4wKeyHh,0.027,0.783,0.153,0.851,0.0,0.455,0.286,0.914,0.0,0.031,0.281,0.75,0.809,0.396,0.158,0.883,0.533,1.295
Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,2018-08-24,0,spotify:track:5Xn4IyTtW6FUGIUyWjbUHG,0.078,0.593,0.181,0.916,0.0,0.0,0.178,0.888,1.0,0.054,0.336,0.75,0.477,0.579,0.094,0.917,0.533,1.284
Unica,Ozuna,2018-08-24,0,spotify:track:33b2wX9d0kxqxhi7lcsC1A,0.213,0.605,0.206,0.871,0.0,0.0,0.095,0.907,1.0,0.023,0.769,0.75,0.713,0.339,0.099,0.925,0.533,1.199
Aura,Ozuna,2018-08-24,0,spotify:track:1AVu7Kc2MRrLfOG1RCEf07,0.954,0.454,0.172,0.486,0.0,0.636,0.104,0.843,1.0,0.03,0.366,0.75,0.24,0.323,0.083,0.857,0.533,1.264
Serendipity (Full Length Edition),BTS,2018-08-24,0,spotify:track:5cQB9fbuQCz4muQUFkv3rR,0.448,0.236,0.27,0.58,0.0,0.727,0.223,0.778,1.0,0.042,0.237,1.0,0.209,0.281,0.198,0.894,0.533,1.19
Right Now,Nick Jonas,2018-08-24,0,spotify:track:43wzy7JxMEfvCh8ZFeZKYk,0.01,0.538,0.188,0.759,0.0,0.545,0.074,0.851,0.0,0.18,0.342,0.75,0.568,0.585,0.123,0.906,0.533,1.053
Answer : Love Myself,BTS,2018-08-24,0,spotify:track:4eVkn18rN4GguUWOsR6Use,0.19,0.504,0.242,0.802,0.0,0.091,0.095,0.887,1.0,0.019,0.367,0.75,0.444,0.492,0.053,0.938,0.533,1.052
Devuelveme,Ozuna,2018-08-24,0,spotify:track:5uvucCRBTkxv7VxIDLOqe7,0.558,0.715,0.174,0.778,0.0,1.0,0.086,0.876,1.0,0.141,0.78,0.75,0.795,0.331,0.207,0.963,0.533,1.09
Quiero Mas,Ozuna,2018-08-24,0,spotify:track:1aYcpI8hXtpAEdBq8fp1pH,0.026,0.744,0.234,0.831,0.0,0.636,0.152,0.859,1.0,0.022,0.281,0.75,0.514,0.439,0.08,0.978,0.534,1.132
Tu Olor,Ozuna,2018-08-24,0,spotify:track:48aHJHJyNBcuYIFGMrT5cQ,0.195,0.882,0.179,0.812,0.0,1.0,0.055,0.871,0.0,0.027,0.299,0.75,0.675,0.342,0.249,0.871,0.534,1.045
8 Letters,Why Don't We,2018-08-31,0,spotify:track:4zRZAmBQP8vhNPf9i9opXt,0.654,0.55,0.175,0.478,0.0,0.091,0.076,0.83,0.0,0.009,0.25,0.75,0.24,0.295,0.147,0.804,0.535,1.335
High On Life (feat. Bonn),Martin Garrix,2018-07-29,0,spotify:track:4ut5G4rgB1ClpMTMfjoIuy,0.013,0.317,0.22,0.486,0.0,0.545,0.095,0.809,0.0,0.009,0.488,0.75,0.358,0.265,0.136,0.882,0.536,1.035
Burn the House Down,AJR,2018-09-21,1,spotify:track:0TkJIyL69RAUIbNwGub6uR,0.037,0.365,0.2,0.665,0.0,0.0,0.169,0.869,1.0,0.154,0.831,0.75,0.568,0.408,0.075,0.889,0.536,1.001
My Blood,Twenty One Pilots,2018-10-05,0,spotify:track:5HeKOKc4phmLn8e4I7EkzD,0.057,0.721,0.218,0.73,0.023,0.091,0.081,0.804,1.0,0.022,0.373,0.75,0.679,0.515,0.112,0.936,0.537,1.447
Lucky You (feat. Joyner Lucas),Eminem,2018-08-31,1,spotify:track:60SdxE8apGAxMiRrpbmLY0,0.063,0.874,0.235,0.795,0.0,0.909,0.112,0.854,0.0,0.3,0.641,0.75,0.575,0.48,0.203,0.892,0.54,7.205
The Ringer,Eminem,2018-08-31,1,spotify:track:2jt2WxXMCD4zjACthkJQVE,0.031,0.951,0.337,0.553,0.0,0.091,0.181,0.732,1.0,0.284,0.43,0.75,0.413,0.538,0.259,0.92,0.54,4.668
Greatest,Eminem,2018-08-31,1,spotify:track:2XTquzYQAdT1Hk78bOUwsv,0.044,0.793,0.215,0.744,0.0,0.091,0.339,0.845,1.0,0.09,0.196,0.75,0.357,0.339,0.103,0.923,0.54,3.119
Not Alike (feat. Royce Da 5'9),Eminem,2018-08-31,1,spotify:track:28FGV3ORH14MYORd7s5dlU,0.07,0.909,0.282,0.764,0.0,0.909,0.337,0.887,1.0,0.315,0.562,0.75,0.331,0.377,0.057,0.97,0.54,3.37
Normal,Eminem,2018-08-31,1,spotify:track:0evt4UZbdhnHtcAnxkm6A1,0.263,0.912,0.211,0.645,0.0,0.545,0.061,0.806,1.0,0.351,0.445,0.75,0.814,0.496,0.128,0.976,0.54,2.395
Kamikaze,Eminem,2018-08-31,1,spotify:track:2gsNpSn7VvvJuSrIDfRoYy,0.113,0.759,0.204,0.818,0.0,0.182,0.327,0.846,1.0,0.489,0.196,0.75,0.646,0.453,0.114,0.93,0.54,2.716
Paul - Skit,Paul Rosenberg,2018-08-31,0,spotify:track:0Uv5Kp8sEnriJjkX4oLfNI,1.0,0.585,0.006,0.331,0.0,1.0,0.34,0.61,1.0,1.0,0.693,0.75,0.561,0.585,0.698,0.744,0.54,2.393
Fall,Eminem,2018-08-31,1,spotify:track:58QhkbaAkLFnn7JwAnAato,0.228,0.819,0.254,0.548,0.0,0.091,0.096,0.83,1.0,0.289,0.823,0.75,0.533,0.321,0.092,0.939,0.54,3.126
Stepping Stone,Eminem,2018-08-31,1,spotify:track:60Z57Wdrn0pEVpHI7d7GAX,0.031,0.56,0.306,0.69,0.0,0.636,0.377,0.821,1.0,0.305,0.802,0.75,0.3,0.58,0.174,0.954,0.54,2.463
Em Calls Paul - Skit,Eminem,2018-08-31,1,spotify:track:6B3zy3LOKHndqsviCr2z15,0.984,0.671,0.021,0.309,0.0,0.545,0.093,0.703,0.0,0.768,0.342,0.75,0.604,0.443,0.46,0.687,0.54,2.578
Venom - Music From The Motion Picture,Eminem,2018-08-31,1,spotify:track:2SL6oP2YAEQbqsrkOzRGO4,0.019,0.721,0.262,0.803,0.0,0.0,0.554,0.849,1.0,0.044,0.537,0.75,0.455,0.466,0.1,0.906,0.54,2.044
Nice Guy (with Jessie Reyez),Eminem,2018-08-31,1,spotify:track:09FfQO3PqHO4HIJL511Ksi,0.095,0.601,0.132,0.644,0.0,0.727,0.121,0.823,1.0,0.461,0.556,0.75,0.563,0.543,0.269,0.966,0.54,2.274
Good Guy (feat. Jessie Reyez),Eminem,2018-08-31,1,spotify:track:4g32MdRoqwGKQd3NXIRhpU,0.245,0.658,0.123,0.638,0.0,0.818,0.441,0.795,0.0,0.274,0.257,0.75,0.736,0.459,0.113,0.87,0.54,2.166
